id,name_primary,name_en,type_vn,type_en,source,state,inedible_portion_pct,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,copper_mcg,manganese_mg,beta_carotene_mcg,vitamin_a_mcg,vitamin_d_mcg,vitamin_e_mg,vitamin_k_mcg,vitamin_c_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_pp_mg,vitamin_b5_mg,vitamin_b6_mg,vitamin_b9_mcg,vitamin_b12_mcg,vitamin_h_mcg,last_verified
fao_vn_2007_3029_cooked,Hạt dưa đỏ rang (dưa hấu),"Water melon seeds whole, fried","Hạt, quả giàu đạm, béo và sản phẩm chế biến","Pulses, nuts, seeds and products",FAO_VN_2007,cooked,22.0,551.0,31.8,18.0,39.1,1.8,,237.0,3.0,,751.0,,,,,90.0,0.0,,,,,0.03,0.14,2.7,,,,,,2026-02-26
fao_vn_2007_3030_raw,"Hạt điều khô, chiên dầu","Cashew, common, roasted with oil","Hạt, quả giàu đạm, béo và sản phẩm chế biến","Pulses, nuts, seeds and products",FAO_VN_2007,raw,0.0,583.0,18.3,16.4,49.3,0.7,,32.0,3.9,,411.0,,,,,5.0,0.0,,,,,0.36,0.34,1.4,,,,,,2026-02-26
fao_vn_2007_3031_cooked,Sữa bột đậu nành,"Milk flour, made from roasted soybeans","Hạt, quả giàu đạm, béo và sản phẩm chế biến","Pulses, nuts, seeds and products",FAO_VN_2007,cooked,0.0,405.0,31.1,48.2,9.7,2.2,,224.0,7.5,,320.0,,,,,,0.0,,,,,0.4,0.16,2.0,,,,,,2026-02-26
fao_vn_2007_3032_raw,Sữa đậu nành (100g đậu/lít),Soybean milk (100 g soybean/l),"Hạt, quả giàu đạm, béo và sản phẩm chế biến","Pulses, nuts, seeds and products",FAO_VN_2007,raw,0.0,28.0,3.1,0.4,1.6,0.1,55.0,18.0,1.2,25.0,36.0,124.0,0.44,141.0,0.22,,0.0,0.4,1.35,3.0,0.0,0.05,0.02,0.3,0.518,0.096,0.0,0.0,,2026-02-26
fao_vn_2007_3033_raw,Tào phớ,"Tofu in light syrup (Tofu 160g, sirup 65ml)","Hạt, quả giàu đạm, béo và sản phẩm chế biến","Pulses, nuts, seeds and products",FAO_VN_2007,raw,0.0,37.0,2.3,6.4,0.2,0.2,,92.0,0.3,,150.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4001_raw,Bầu,"Calabash, Bottle gourd","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,35.3,14.0,0.6,2.9,0.02,1.0,2.0,21.0,0.2,11.0,25.0,150.0,0.7,26.0,0.07,10.0,0.0,,,,12.0,0.02,0.03,0.4,0.152,0.04,0.0,0.0,,2026-02-26
fao_vn_2007_4002_raw,Bí đao (bí xanh),"Asgourd Waxgoured, Winter melon","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,12.0,0.6,2.4,,1.0,13.0,26.0,0.3,8.0,23.0,150.0,,,,5.0,0.0,,,,16.0,0.01,0.02,0.3,,,,,,2026-02-26
fao_vn_2007_4003_raw,Bí ngô,Pumpkin squash,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,18.3,27.0,0.3,6.1,0.1,0.7,8.0,24.0,0.5,10.0,16.0,349.0,0.1,210.0,16.0,3100.0,0.0,0.0,1.06,1.1,8.0,0.06,0.03,0.4,0.298,0.061,0.0,0.0,0.4,2026-02-26
fao_vn_2007_4004_raw,Cà bát,"Egg plant big, Brinja aubergine","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,23.0,1.2,4.0,0.2,1.5,2.0,12.0,0.7,14.0,16.0,230.0,0.16,82.0,0.25,40.0,0.0,,0.3,3.5,3.0,0.03,0.04,0.5,0.281,0.084,0.0,0.0,,2026-02-26
fao_vn_2007_4005_raw,Cà chua,Tomato,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,20.0,0.6,4.0,0.2,0.8,12.0,12.0,1.4,15.0,26.0,275.0,0.74,90.0,0.21,393.0,0.0,0.0,0.54,7.9,40.0,0.06,0.04,0.5,0.089,0.08,0.0,0.0,,2026-02-26
fao_vn_2007_4006_raw,Cà pháo,Egg plant - small,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,20.0,1.5,3.6,,1.6,7.0,12.0,0.7,18.0,16.0,221.0,0.3,90.0,0.2,20.0,0.0,,,,3.0,0.03,0.04,0.5,,,,,,2026-02-26
fao_vn_2007_4007_raw,"Cà rốt (củ đỏ, vàng)",Carrots,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.5,39.0,1.5,7.8,0.2,1.2,52.0,43.0,0.8,12.0,39.0,266.0,1.11,150.0,0.23,8285.0,0.0,,,,8.0,0.06,0.06,0.4,0.273,0.138,0.0,0.0,3.4,2026-02-26
fao_vn_2007_4008_raw,Cà rốt khô,Dried carrot,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,292.0,9.2,60.4,1.5,9.6,,323.0,5.9,,292.0,,,,,810.0,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4009_raw,Cà tím,Aubergine,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,22.0,1.0,4.5,,1.5,,15.0,0.4,,34.0,,,,,10.0,0.0,,,,15.0,0.04,0.05,0.6,,,,,,2026-02-26
fao_vn_2007_4010_raw,Cải bắp,"Cabbage, common","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,29.0,1.8,5.3,0.1,1.6,28.0,48.0,1.1,13.0,31.0,190.0,0.81,180.0,0.45,65.0,0.0,,0.15,60.0,30.0,0.06,0.05,0.4,0.14,0.096,0.0,0.0,1.2,2026-02-26
fao_vn_2007_4011_raw,Cải bắp đỏ,"Cabbage, red","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,22.0,45.0,1.9,9.0,0.2,4.0,27.0,83.0,0.5,16.0,42.0,243.0,0.22,17.0,0.24,670.0,0.0,0.0,0.11,38.2,60.0,0.07,0.05,0.8,0.147,0.209,0.0,0.0,0.1,2026-02-26
fao_vn_2007_4012_raw,Cải bắp khô,"Dried cabbage, white","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,245.0,18.0,39.7,1.6,14.0,,300.0,7.5,,106.0,,,,,,0.0,0.0,,,2.0,0.15,0.52,0.5,,,,,,2026-02-26
fao_vn_2007_4013_raw,Cải cúc,Chrysanthemum. crown-daisy,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,14.0,1.6,1.9,,2.0,33.0,63.0,0.8,32.0,38.0,219.0,0.67,180.0,0.7,1115.0,0.0,,,,27.0,0.01,0.03,0.2,0.221,0.176,0.0,0.0,,2026-02-26
fao_vn_2007_4014_raw,Cải soong,Watercress,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,30.0,15.0,2.1,1.3,0.1,2.0,85.0,69.0,1.6,21.0,28.0,211.0,0.8,200.0,0.38,2820.0,0.0,0.0,1.0,250.0,25.0,0.08,0.26,1.0,0.31,0.129,0.0,0.0,,2026-02-26
fao_vn_2007_4015_raw,Cải thìa (cải trắng),"Chinese cabbage, white","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,17.0,1.4,2.4,0.2,1.8,25.0,50.0,0.7,25.0,30.0,200.0,0.75,90.0,0.5,2681.0,0.0,,0.09,35.8,26.0,0.09,0.07,0.4,0.088,0.194,0.0,0.0,,2026-02-26
fao_vn_2007_4016_raw,Cải xanh,"Mustard greens, India, leaves and stems","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,24.0,16.0,1.7,1.9,0.2,1.8,29.0,89.0,1.9,23.0,14.0,221.0,0.9,120.0,0.32,6300.0,0.0,,2.01,497.3,51.0,0.07,0.1,0.8,0.21,0.18,0.0,0.0,,2026-02-26
fao_vn_2007_4017_raw,Cần ta,Water drop-wort; Celery water,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,10.0,1.0,1.5,,1.5,,310.0,3.0,,64.0,,,,,2045.0,0.0,,,,6.0,0.04,0.03,0.3,,,,,,2026-02-26
fao_vn_2007_4018_raw,Cần tây,"Celery, Chinese","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,16.0,48.0,3.7,7.9,0.2,1.5,96.0,325.0,8.0,18.0,128.0,326.0,0.3,90.0,0.2,150.0,0.0,,0.27,29.3,150.0,0.06,0.07,0.4,0.246,0.074,0.0,0.0,,2026-02-26
fao_vn_2007_4019_raw,Chuối xanh,"Banana common varieties, unripe","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,32.0,74.0,1.2,16.4,0.5,1.0,13.0,26.0,0.4,17.0,27.0,256.0,0.25,94.0,0.1,184.0,0.0,,0.69,9.5,31.0,0.05,0.02,0.6,0.265,0.357,0.0,0.0,,2026-02-26
fao_vn_2007_4020_raw,Củ cải đỏ,"Red radish oriental, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,48.0,1.3,10.8,,0.9,,28.0,1.4,,43.0,,,,,16.0,0.0,,,,20.0,0.02,0.05,0.4,,,,,,2026-02-26
fao_vn_2007_4021_raw,Củ cải trắng,"Radish garden while, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,13.2,21.0,1.5,3.6,0.1,1.5,10.0,40.0,1.1,15.0,41.0,242.0,0.2,150.0,0.05,0.0,0.0,,0.0,0.3,30.0,0.06,0.06,0.5,0.138,0.046,0.0,0.0,,2026-02-26
fao_vn_2007_4022_raw,Củ cải trắng khô,"Dried radish, white","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,220.0,17.6,33.9,1.5,17.7,278.0,629.0,6.73,170.0,204.0,3494.0,2.13,1631.0,0.54,0.0,0.0,,,,0.0,0.27,0.68,3.4,1.854,0.618,0.0,0.0,,2026-02-26
fao_vn_2007_4023_raw,Củ đậu,Pachyrrhizus,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,15.0,28.0,1.0,6.0,,0.7,,8.0,,,16.0,,,,,0.0,0.0,0.0,,,6.0,,,,,,,,,2026-02-26
fao_vn_2007_4024_raw,Củ niễng,"Manchurian water-rice, Manchurian Wild rice","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,13.0,30.0,2.0,5.4,,1.8,,24.0,1.4,,92.0,,,,,0.0,0.0,,,,2.0,,,,,,,,,2026-02-26
fao_vn_2007_4025_raw,Dọc củ cải (non),"Horse radish; dish - tree, drumstick leave","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,4.0,14.0,1.9,1.6,,1.8,,220.0,0.4,,57.0,,,,,1090.0,0.0,,,,72.0,0.06,0.11,0.7,,,,,,2026-02-26
fao_vn_2007_4026_raw,Dọc mùng,Colocasia indica,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,5.0,0.4,0.8,,2.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2026-02-26
fao_vn_2007_4027_raw,Dưa chuột,Cucumber,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,16.0,0.8,2.9,0.1,0.7,13.0,23.0,1.0,15.0,27.0,169.0,0.18,90.0,0.25,138.0,0.0,0.0,0.03,16.4,5.0,0.03,0.04,0.1,0.259,0.04,0.0,0.0,0.4,2026-02-26
fao_vn_2007_4028_raw,Dưa gang,Large cucumber,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,11.0,0.8,2.0,,0.7,,25.0,0.4,,37.0,,,,,130.0,0.0,,,,4.0,0.04,0.04,0.3,,,,,,2026-02-26
fao_vn_2007_4029_raw,Đậu cô ve,"Beans, kidney, in pod, French bean; Navy been","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,73.0,5.0,13.3,,1.0,96.0,26.0,0.7,26.0,122.0,254.0,0.01,90.0,0.5,180.0,0.0,,,,25.0,0.34,0.19,2.6,,,,,,2026-02-26
fao_vn_2007_4030_raw,Đậu đũa,"Cow-peas, yard long, Chinese long bean","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,59.0,6.0,7.9,0.4,2.0,5.0,47.0,1.6,36.0,16.0,194.0,0.37,48.0,0.21,250.0,0.0,,,,22.0,0.29,0.18,1.8,0.055,0.024,0.0,0.0,,2026-02-26
fao_vn_2007_4031_raw,Đậu Hà Lan,Green peas; field pea; Peas garden,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,72.0,6.5,10.6,0.4,1.0,5.0,57.0,0.8,33.0,43.0,244.0,1.24,176.0,0.41,485.0,0.0,,0.13,24.8,27.0,0.4,0.15,2.2,0.104,0.169,0.0,0.0,3.0,2026-02-26
fao_vn_2007_4032_raw,Đậu rồng (quả non),"Winged bean goabean, Indies, asparagus pea","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,34.0,1.9,6.3,0.1,1.6,,63.0,1.3,,60.0,,,,,270.0,0.0,,,,22.0,0.06,0.12,0.5,,,,,,2026-02-26
fao_vn_2007_4033_raw,Đu đủ xanh,"Papaya, unripe, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,25.0,22.0,0.8,4.6,,2.0,7.0,63.0,0.9,56.0,50.0,215.0,,101.0,,15.0,0.0,,,,40.0,0.02,0.03,0.3,,,,,,2026-02-26
fao_vn_2007_4034_raw,Gấc,"Gac fruit, whole","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,80.0,122.0,2.1,10.5,7.9,1.8,,56.0,1.2,,6.0,,,,,21756.0,0.0,,,,11.0,,,,,,,,,2026-02-26
fao_vn_2007_4035_raw,Giá đậu tương,Sprout of soybeans,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,79.0,7.7,8.0,1.8,0.7,14.0,52.0,1.1,72.0,58.0,484.0,1.17,427.0,0.7,25.0,0.0,,,,10.0,0.19,0.15,0.8,0.929,0.176,0.0,0.0,,2026-02-26
fao_vn_2007_4036_raw,Giá đậu xanh,"Mungobean sprouts, Green gram, Tiensin green bean","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,5.0,44.0,5.5,5.1,0.2,2.0,23.0,38.0,1.4,17.0,91.0,164.0,0.41,164.0,0.19,6.0,0.0,,0.1,33.0,10.0,0.2,0.13,0.8,0.38,0.088,0.0,0.0,,2026-02-26
fao_vn_2007_4037_raw,Hành củ tươi,"Onion, Welsh","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,24.0,26.0,1.3,4.4,0.4,0.7,17.0,32.0,1.1,23.0,49.0,212.0,0.52,70.0,0.14,15.0,0.0,,,,10.0,0.03,0.04,0.2,0.169,0.072,0.0,0.0,,2026-02-26
fao_vn_2007_4038_raw,Hành lá (hành hoa),"Onion, Welsh","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,22.0,1.3,4.3,,0.9,16.0,80.0,1.0,23.0,41.0,123.0,0.44,180.0,0.26,1370.0,0.0,0.0,,,60.0,0.03,0.1,1.0,,,,,,2026-02-26
fao_vn_2007_4039_raw,Hành tây,"Onion, common, garden","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,17.0,41.0,1.8,8.2,0.1,1.1,8.0,38.0,0.8,23.0,58.0,221.0,1.43,70.0,0.2,1.0,0.0,0.0,0.02,0.4,10.0,0.03,0.04,0.2,0.122,0.147,0.0,0.0,0.9,2026-02-26
fao_vn_2007_4040_raw,Hạt sen tươi,"Lotus seed, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,39.0,161.0,9.5,29.5,0.5,0.8,1.0,76.0,1.4,56.0,164.0,367.0,0.28,94.0,0.62,10.0,0.0,,,,17.0,0.17,0.09,1.7,0.228,0.168,0.0,0.0,,2026-02-26
fao_vn_2007_4041_raw,Hạt sen khô,Dried lotus seed,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,334.0,20.0,58.0,2.4,2.2,5.0,89.0,6.4,210.0,285.0,1368.0,1.05,350.0,2.32,30.0,0.0,,,,0.0,0.64,0.15,1.6,0.851,0.629,0.0,0.0,,2026-02-26
fao_vn_2007_4042_raw,Hẹ lá,"Onion, fragrant, Chinese leek","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,13.0,18.0,2.2,1.5,0.3,0.9,6.0,56.0,1.3,18.0,45.0,234.0,0.2,100.0,0.3,1000.0,0.0,0.0,0.92,47.0,19.0,0.03,0.09,0.9,0.14,0.233,0.0,0.0,1.4,2026-02-26
fao_vn_2007_4043_raw,Hoa chuối,"Banana, buds and flowers","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,29.0,20.0,1.5,3.5,,2.0,,44.0,0.9,,32.0,,,,,170.0,0.0,,,,5.0,1.04,0.03,0.4,,,,,,2026-02-26
fao_vn_2007_4044_raw,Hoa lý,"Daylily, lemon flowers, Pergularia, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,3.0,23.0,2.9,2.8,,3.0,,52.0,1.2,,53.0,,,,,585.0,0.0,,,,48.0,0.19,0.13,1.1,,,,,,2026-02-26
fao_vn_2007_4045_raw,Khế,Carambola; Star fruit,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,13.0,16.0,0.6,2.8,0.3,2.6,2.0,10.0,0.9,10.0,8.0,133.0,0.12,137.0,0.04,25.0,0.0,0.0,0.15,0.0,30.0,0.05,0.04,0.4,0.391,0.017,0.0,0.0,,2026-02-26
fao_vn_2007_4046_raw,Lá lốt,Lolot,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,39.0,4.3,5.4,,2.5,15.0,260.0,4.1,98.0,980.0,598.0,,,,4050.0,0.0,,,,34.0,0.0,0.0,0.0,,,,,,2026-02-26
fao_vn_2007_4047_raw,Lá me,"Tamarind, leaves","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,46.0,7.5,4.0,,,,319.0,,,,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4048_raw,Lá mơ lông,Wild plant,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,27.0,3.9,2.9,,5.1,,211.0,,,3.0,,,,,330.0,0.0,,,,75.0,,,,,,,,,2026-02-26
fao_vn_2007_4049_raw,Lá sắn tươi,Cassava leaves,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,78.0,7.0,12.6,,4.3,,200.0,1.9,,27.0,,,,,8280.0,0.0,,,,295.0,0.25,0.66,2.4,,,,,,2026-02-26
fao_vn_2007_4050_raw,Măng chua,"Bamboo shoot, unspecified","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,24.0,11.0,1.4,1.4,,4.1,9.0,18.0,0.9,88.0,29.0,486.0,1.1,190.0,,15.0,0.0,,,,9.0,0.11,0.09,0.6,,,,,,2026-02-26
fao_vn_2007_4051_raw,Măng khô,Dried bamboo shoots,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,157.0,13.0,21.5,2.1,36.0,,100.0,5.0,,200.0,,,,,20.0,0.0,,,,1.0,0.11,0.14,1.3,,,,,,2026-02-26
fao_vn_2007_4052_raw,Măng tây,"Asparagus, white","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,50.0,14.0,2.2,1.1,0.1,2.3,2.0,21.0,0.9,14.0,6.0,202.0,0.54,189.0,0.16,449.0,0.0,,1.13,41.6,10.0,0.16,0.03,3.0,0.274,0.091,0.0,0.0,0.2,2026-02-26
fao_vn_2007_4053_raw,Măng tre,"Bamboo shoots, spring variety","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,50.0,15.0,1.7,1.4,0.3,4.1,4.0,22.0,1.0,3.0,58.0,533.0,1.1,190.0,0.26,12.0,0.0,,1.0,0.0,1.0,0.08,0.08,0.6,0.161,0.24,0.0,0.0,,2026-02-26
fao_vn_2007_4054_raw,Mướp,"Gourd, sponge gourd","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,18.8,17.0,0.9,2.8,0.2,0.5,3.0,28.0,0.8,14.0,45.0,139.0,0.07,35.0,0.09,160.0,0.0,,,,8.0,0.04,0.06,0.5,0.218,0.043,0.0,0.0,,2026-02-26
fao_vn_2007_4055_raw,Mướp đắng,"Balsam-pear, balsam-apple, bitter melon, bitter gourd","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,16.0,0.9,2.8,0.2,1.1,5.0,18.0,0.6,17.0,29.0,296.0,0.8,34.0,0.09,190.0,0.0,,,,22.0,0.07,0.04,0.3,0.212,0.043,0.0,0.0,,2026-02-26
fao_vn_2007_4056_raw,Mướp Nhật bản,"Gourd, sponge gourd, Japanese","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,10.0,0.8,1.8,0.0,1.4,,30.0,0.3,,22.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4057_raw,Ngải cứu,"Mugwort, common sagebrush","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,31.0,25.0,3.8,2.4,0.0,2.0,,136.0,3.1,,45.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4058_raw,Ngô bao tử,"Corn, small variety immature, baby corn","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,40.0,2.2,7.4,0.2,0.4,,5.0,0.9,,52.0,,,,,,0.0,,,,34.0,0.09,0.2,0.7,,,,,,2026-02-26
fao_vn_2007_4059_raw,Ngó sen,"Lotus, stem underground","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,11.0,61.0,1.0,13.9,0.1,1.2,40.0,19.0,0.5,23.0,51.0,556.0,0.39,257.0,0.26,10.0,0.0,,,,25.0,0.11,0.04,0.4,0.377,0.258,0.0,0.0,,2026-02-26
fao_vn_2007_4060_raw,Nụ mướp,"Sponge gourd, rag, young flower","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,18.0,30.0,4.9,2.5,,1.5,,140.0,1.2,,80.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4061_raw,ớt đỏ to,"Chili pepper, peppers red","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,18.0,23.0,1.0,4.0,0.3,2.0,2.0,7.0,0.43,12.0,26.0,211.0,0.25,17.0,0.11,1624.0,0.0,0.0,1.58,4.9,190.0,0.05,0.09,1.0,0.317,0.291,0.0,,,2026-02-26
fao_vn_2007_4062_raw,ớt vàng to,"Peppers, yellow","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,29.0,1.3,5.5,0.2,1.4,15.0,86.0,3.6,12.0,120.0,275.0,0.32,140.0,1.1,120.0,0.0,,,,250.0,0.37,0.51,2.5,0.168,0.168,0.0,0.0,,2026-02-26
fao_vn_2007_4063_raw,ớt xanh to,"Peppers, green","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,25.0,1.3,4.5,0.2,1.5,3.0,6.0,0.8,10.0,25.0,175.0,0.13,66.0,0.12,198.0,0.0,,,,103.0,0.04,0.05,0.9,0.099,0.224,0.0,0.0,,2026-02-26
fao_vn_2007_4064_raw,Quả dọc,,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,36.0,19.0,0.8,3.9,0.0,,,21.0,,,5.0,,,,,,0.0,,,,,,,,,,,,,2026-02-26
fao_vn_2007_4065_raw,Quả me chua,"Tamarind fruit, pulp raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,15.0,27.0,1.9,4.8,,2.0,,130.0,0.4,,46.0,,,,,10.0,0.0,,,,12.0,0.15,0.05,0.4,,,,,,2026-02-26
fao_vn_2007_4066_raw,Rau bí,Pumpkin leaves,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,23.4,18.0,2.7,1.7,,1.7,17.0,100.0,2.1,18.0,26.0,390.0,0.45,90.0,0.29,1940.0,0.0,,,,11.0,0.09,0.13,0.9,0.042,0.207,0.0,0.0,,2026-02-26
fao_vn_2007_4067_raw,Rau câu khô,Dried seaweed,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,198.0,11.2,35.8,1.1,20.8,102.0,378.0,8.8,770.0,124.0,1125.0,5.8,610.0,4.3,,0.0,,5.0,24.4,0.0,0.01,0.22,0.2,3.018,0.303,0.0,0.0,,2026-02-26
fao_vn_2007_4068_raw,Rau câu tươi,Seaweed fresh,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,4.0,25.0,1.9,4.1,0.1,5.0,9.0,85.0,0.9,67.0,34.0,226.0,0.58,61.0,0.37,,0.0,,0.87,2.3,0.0,0.01,0.03,0.5,0.302,0.032,0.0,0.0,,2026-02-26
fao_vn_2007_4069_raw,Rau diếp,Lettuce garden,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,10.0,14.0,1.2,1.8,0.2,0.5,14.0,38.0,1.1,18.0,37.0,254.0,0.4,180.0,0.8,4443.0,0.0,,0.29,173.6,30.0,0.3,0.09,0.2,0.134,0.09,0.0,0.0,,2026-02-26
fao_vn_2007_4070_raw,Rau đay,Jute potherb,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,25.0,2.8,3.0,0.3,1.5,16.0,182.0,7.7,79.0,57.0,417.0,0.79,255.0,0.12,4560.0,0.0,,,,77.0,0.13,0.26,1.1,0.072,0.6,0.0,0.0,,2026-02-26
fao_vn_2007_4071_raw,"Rau giấp cá, diếp cá",Wild plant,"Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,22.0,2.9,2.7,,1.8,,,,,,,,,,620.0,0.0,,,,68.0,,,,,,,,,2026-02-26
fao_vn_2007_4072_raw,Rau giền cơm,"Amaranth, spineless","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,0.0,21.0,3.4,1.1,0.3,1.6,20.0,341.0,4.1,55.0,76.0,611.0,0.9,162.0,0.89,5300.0,0.0,,,1140.0,63.0,0.36,1.3,1.3,0.064,0.192,0.0,0.0,,2026-02-26
fao_vn_2007_4073_raw,Rau giền đỏ,"Amaranth, sp. Red","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,38.0,41.0,3.3,6.2,0.3,1.6,56.0,288.0,5.4,164.0,123.0,476.0,0.5,200.0,1.85,4080.0,0.0,,,,89.0,0.08,1.16,1.4,,,,,,2026-02-26
fao_vn_2007_4074_raw,Rau giền trắng,"Amaranth, sp White","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,14.0,42.0,3.2,6.3,0.4,1.5,,288.0,6.1,,80.0,,,,,2855.0,0.0,,,,27.0,0.08,0.28,0.3,,,,,,2026-02-26
fao_vn_2007_4075_raw,Rau húng,"Basil sweet leaves, raw","Rau, quả, củ dùng làm rau",Vegetables,FAO_VN_2007,raw,20.0,20.0,2.2,1.5,0.6,3.5,91.0,202.0,4.8,73.0,83.0,148.0,0.91,220.0,1.86,3142.0,0.0,,,414.8,27.0,0.08,0.35,0.8,0.238,0.129,0.0,0.0,,2026-02-26
